runtime,popularity,vote_average,popularity_log,runtime_category,runtime_squared,runtime_x_rating,rating_category
118.0,3.937352,5.5,1.5968291550944462,Standard,13924.0,649.0,Average
88.0,46.007991,6.9,3.850317608534675,Short,7744.0,607.2,Good
106.0,49.020045,6.4,3.9124238250892125,Standard,11236.0,678.4000000000001,Average
109.0,24.821138,5.6,3.2511934588082108,Standard,11881.0,610.4,Average
136.0,19.043286,7.0,2.997894234830604,Long,18496.0,952.0,Good
103.0,5.418921,6.0,1.8592500350409453,Standard,10609.0,618.0,Average
103.0,25.999888,6.6,3.2958327178475773,Standard,10609.0,679.8,Good
84.0,18.65632,5.3,2.97839891510264,Short,7056.0,445.2,Average
154.0,23.736535,6.6,3.2082813005669815,Very Long,23716.0,1016.4,Good
99.0,21.75433,6.8,3.1247554569568954,Standard,9801.0,673.1999999999999,Good
93.0,44.094856,6.3,3.808768182353897,Standard,8649.0,585.9,Average
109.0,62.714026,6.7,4.154404726723259,Standard,11881.0,730.3000000000001,Good
124.0,28.969151,7.0,3.4001685525989886,Long,15376.0,868.0,Good
84.0,31.789029,6.5,3.490093977731298,Short,7056.0,546.0,Average
90.0,33.238296000000005,5.8,3.533344783680015,Short,8100.0,522.0,Average
117.0,6.4204339999999975,5.4,2.00423754603482,Standard,13689.0,631.8000000000001,Average
117.0,37.654688,6.5,3.6546680613390103,Standard,13689.0,760.5,Average
105.0,26.799913,6.0,3.3250328911952916,Standard,11025.0,630.0,Average
115.0,14.046705,6.1,2.7111590303476314,Standard,13225.0,701.5,Average
126.0,3.844926,6.5,1.5779319717482767,Long,15876.0,819.0,Average
119.0,14.733513,6.1,2.7557930233497236,Standard,14161.0,725.9,Average
83.0,16.122168,5.4,2.8403739982100147,Short,6889.0,448.20000000000005,Average
133.0,28.221190000000004,5.9,3.3748941310237504,Long,17689.0,784.7,Average
100.0,45.151657,5.6,3.8319328649630258,Standard,10000.0,560.0,Average
120.0,15.205371,5.7,2.78534273049991,Standard,14400.0,684.0,Average
104.0,14.587367,4.0,2.746460778491806,Standard,10816.0,416.0,Low
122.0,34.828241,7.0,3.5787364371728865,Long,14884.0,854.0,Good
99.0,23.607392,7.2,3.2030468856057768,Standard,9801.0,712.8000000000001,Good
91.0,19.438503,5.3,3.017420523905862,Standard,8281.0,482.3,Average
112.0,74.16801600000002,6.1,4.319725821333015,Standard,12544.0,683.1999999999999,Average
100.0,7.349497,6.3,2.1222012975273334,Standard,10000.0,630.0,Average
100.0,7.6635149999999985,6.8,2.159120529369124,Standard,10000.0,680.0,Good
110.0,32.798571,6.8,3.5204185234887198,Standard,12100.0,748.0,Good
100.0,5.794466000000001,5.3,1.9161084573185037,Standard,10000.0,530.0,Average
132.0,36.670399,6.6,3.6288746136308654,Long,17424.0,871.1999999999999,Good
88.0,14.653718,5.3,2.7507084606554146,Short,7744.0,466.4,Average
107.0,73.085576,7.7,4.305220857483683,Standard,11449.0,823.9,Good
102.0,34.041407,6.2,3.556530419371625,Standard,10404.0,632.4,Average
100.0,9.419726,5.6,2.3437007403940733,Standard,10000.0,560.0,Average
126.0,28.456572,6.9,3.3829170430963136,Long,15876.0,869.4000000000001,Good
138.0,49.66412800000001,6.8,3.9252181256596983,Long,19044.0,938.4,Good
108.0,36.238968,6.7,3.6173557398873912,Standard,11664.0,723.6,Good
105.0,19.439386,6.2,3.0174637257453765,Standard,11025.0,651.0,Average
108.0,43.345252,7.4,3.792005645527344,Standard,11664.0,799.2,Good
89.0,115.241998,6.3,4.755674207689667,Short,7921.0,560.6999999999999,Average
125.0,98.755657,5.2,4.602723765941369,Long,15625.0,650.0,Average
84.0,21.998734,4.7,3.135439170935941,Short,7056.0,394.8,Low
149.0,25.219804999999997,7.0,3.26651504123696,Long,22201.0,1043.0,Good
98.0,26.516624,6.0,3.3147903311214164,Standard,9604.0,588.0,Average
121.0,37.084384,7.4,3.6398043293470894,Long,14641.0,895.4000000000001,Good
128.0,21.661028,6.7,3.1206466208550427,Long,16384.0,857.6,Good
134.0,68.794673,7.0,4.2455576888043804,Long,17956.0,938.0,Good
120.0,69.27821999999999,7.1,4.252461935735777,Standard,14400.0,852.0,Good
129.0,26.253357,6.2,3.305176706182211,Long,16641.0,799.8000000000001,Average
83.0,32.549282,5.3,3.5130154622945007,Short,6889.0,439.9,Average
116.0,24.992057,5.7,3.257790991346851,Standard,13456.0,661.2,Average
118.0,45.769562,7.1,3.8452326067163933,Standard,13924.0,837.8,Good
100.0,36.301202,5.9,3.619025551331622,Standard,10000.0,590.0,Average
128.0,45.022964,7.1,3.829140489312853,Long,16384.0,908.8,Good
123.0,22.853006,6.6,3.1719102471281113,Long,15129.0,811.8,Good
128.0,31.88455900000001,6.8,3.4930032162939253,Long,16384.0,870.4,Good
139.0,31.385257,7.0,3.4777032883761265,Long,19321.0,973.0,Good
110.0,67.767785,5.4,4.230735394001048,Standard,12100.0,594.0,Average
120.0,24.287306,6.7,3.2303025306898436,Standard,14400.0,804.0,Good
121.0,53.114573,7.1,3.9911035211126342,Long,14641.0,859.0999999999999,Good
102.0,25.136082,6.1,3.263316811728803,Standard,10404.0,622.1999999999999,Average
112.0,37.776565999999995,7.1,3.657816095094271,Standard,12544.0,795.1999999999999,Good
152.0,21.743321,7.2,3.124271519875623,Very Long,23104.0,1094.4,Good
124.0,66.003433,7.2,4.204743856884273,Long,15376.0,892.8000000000001,Good
90.0,24.862767,6.2,3.2528043668463074,Short,8100.0,558.0,Average
105.0,25.391899,6.5,3.27305710700171,Standard,11025.0,682.5,Average
114.0,29.854773,5.7,3.4292914547535838,Standard,12996.0,649.8000000000001,Average
99.0,17.612920000000006,5.4,2.9238559632357193,Standard,9801.0,534.6,Average
123.0,21.021809,5.8,3.0920332805087507,Long,15129.0,713.4,Average
102.0,52.571674,6.1,3.9810204582379365,Standard,10404.0,622.1999999999999,Average
109.0,34.519636,6.2,3.570085670323713,Standard,11881.0,675.8000000000001,Average
82.0,32.478077,5.4,3.510890806695705,Short,6724.0,442.8,Average
141.0,48.445978,7.2,3.90088072007938,Long,19881.0,1015.2,Good
106.0,24.012986,6.0,3.219395130005944,Standard,11236.0,636.0,Average
109.0,17.869443,5.9,2.9375438411917543,Standard,11881.0,643.1,Average
107.0,14.231899,5.9,2.7233918472497147,Standard,11449.0,631.3000000000001,Average
110.0,23.088571,6.2,3.1817374956477322,Standard,12100.0,682.0,Average
96.0,19.833664,5.0,3.0365701399482874,Standard,9216.0,480.0,Low
131.0,26.595983,7.3,3.3176702186523634,Long,17161.0,956.3,Good
119.0,26.072228,7.0,3.2985084053741636,Standard,14161.0,833.0,Good
113.0,38.643914,6.5,3.6799374432352785,Standard,12769.0,734.5,Average
130.0,74.440708,8.0,4.32334702322284,Long,16900.0,1040.0,Good
108.0,82.185281,6.1,4.421070421118864,Standard,11664.0,658.8,Average
89.0,18.14218,5.7,2.951894277135626,Short,7921.0,507.3,Average
139.0,41.570046999999995,7.3,3.751150883903346,Long,19321.0,1014.6999999999999,Good
130.0,23.331459,6.2,3.191770122116259,Long,16900.0,806.0,Average
107.0,47.649553999999995,6.0,3.8846426410668675,Standard,11449.0,642.0,Average
116.0,7.519433,5.8,2.142349789330947,Standard,13456.0,672.8,Average
96.0,32.908414,6.4,3.5236631841797044,Standard,9216.0,614.4000000000001,Average
99.0,29.887359999999997,6.5,3.4303470387265524,Standard,9801.0,643.5,Average
104.0,29.105407,6.4,3.404704790173971,Standard,10816.0,665.6,Average
105.0,16.394451999999998,6.5,2.856151304802118,Standard,11025.0,682.5,Average
101.0,19.574774,6.0,3.0240657622986755,Standard,10201.0,606.0,Average
134.0,14.199932999999998,6.8,2.721291019947779,Long,17956.0,911.1999999999999,Good
135.0,12.229516,6.7,2.5824503939353733,Long,18225.0,904.5,Good
98.0,27.303608,5.8,3.3429892876889618,Standard,9604.0,568.4,Average
155.0,3.698276,6.8,1.5471956329146772,Very Long,24025.0,1054.0,Good
106.0,7.021871000000001,5.8,2.082171686440703,Standard,11236.0,614.8,Average
94.0,39.381913,4.9,3.6983819867006225,Standard,8836.0,460.6,Low
95.0,14.398356,5.4,2.734260750474297,Standard,9025.0,513.0,Average
103.0,8.680334,5.7,2.270096404825463,Standard,10609.0,587.1,Average
96.0,17.659032,6.2,2.9263303184037266,Standard,9216.0,595.2,Average
104.0,43.151268,6.5,3.7876216469093507,Standard,10816.0,676.0,Average
95.0,15.283444,5.4,2.790148886112838,Standard,9025.0,513.0,Average
111.0,35.21926,6.1,3.5895910215452878,Standard,12321.0,677.0999999999999,Average
123.0,25.580272,6.1,3.2801692864908287,Long,15129.0,750.3,Average
140.0,10.794175,6.7,2.4676057655214767,Long,19600.0,938.0,Good
97.0,72.641296,5.3,4.299205955340922,Standard,9409.0,514.1,Average
94.0,3.4155339999999996,5.0,1.4851287780442826,Standard,8836.0,470.0,Low
92.0,38.555482,5.9,3.67770429396352,Standard,8464.0,542.8000000000001,Average
102.0,6.786117,5.3,2.0523422760468475,Standard,10404.0,540.6,Average
122.0,24.313684,7.0,3.2313451190814693,Long,14884.0,854.0,Good
103.0,9.965073,5.9,2.3947150393944296,Standard,10609.0,607.7,Average
102.0,15.055732,5.5,2.776065919775259,Standard,10404.0,561.0,Average
116.0,32.808675,5.8,3.5207174263629835,Standard,13456.0,672.8,Average
108.0,8.178203,5.4,2.2168314338365604,Standard,11664.0,583.2,Average
129.0,31.066874,6.9,3.4678235346791144,Long,16641.0,890.1,Good
102.0,22.491388,6.1,3.1566338858991685,Standard,10404.0,622.1999999999999,Average
117.0,12.885985,6.3,2.6308800581058116,Standard,13689.0,737.1,Average
117.0,7.832337,5.6,2.1784196455096896,Standard,13689.0,655.1999999999999,Average
135.0,10.433667,6.7,2.436562248751419,Long,18225.0,904.5,Good
107.0,3.3219489999999996,4.9,1.4637064579225227,Standard,11449.0,524.3000000000001,Low
90.0,4.842626,5.0,1.7651803533087287,Short,8100.0,450.0,Low
96.0,13.210898,4.6,2.654009135045439,Standard,9216.0,441.59999999999997,Low
104.0,3.296933,5.2,1.457901512397618,Standard,10816.0,540.8000000000001,Average
115.0,22.939557,6.4,3.1755321953637945,Standard,13225.0,736.0,Average
119.0,19.372805,6.4,3.0142009232622766,Standard,14161.0,761.6,Average
99.0,13.445697,5.4,2.6703965847444167,Standard,9801.0,534.6,Average
110.0,17.002095999999998,7.2,2.890488195561481,Standard,12100.0,792.0,Good
128.0,4.516953,5.9,1.707825715131294,Long,16384.0,755.2,Average
108.0,33.785969,6.5,3.549214115822453,Standard,11664.0,702.0,Average
86.0,16.059442999999998,6.9,2.836703892058077,Short,7396.0,593.4,Good
108.0,3.4769660000000004,5.7,1.4989455848587605,Standard,11664.0,615.6,Average
128.0,5.7787239999999995,5.9,1.9137888836503802,Long,16384.0,755.2,Average
84.0,7.360792999999997,4.7,2.1235532790573504,Short,7056.0,394.8,Low
111.0,3.621837,6.0,1.5307922451117615,Standard,12321.0,666.0,Average
128.0,14.513305,4.9,2.7416980428184634,Long,16384.0,627.2,Low
123.0,22.364549,6.5,3.1512198735907484,Long,15129.0,799.5,Average
101.0,6.908939999999999,5.7,2.0679937652144087,Standard,10201.0,575.7,Average
102.0,4.494788,4.8,1.7038000065835845,Standard,10404.0,489.59999999999997,Low
113.0,47.559928,7.0,3.8827986640483316,Standard,12769.0,791.0,Good
107.0,2.410546,4.2,1.2268723957800711,Standard,11449.0,449.40000000000003,Low
87.0,41.258956,7.5,3.743816307670736,Short,7569.0,652.5,Good
103.0,8.980846000000003,5.7,2.3006678562697167,Standard,10609.0,587.1,Average
99.0,7.222985,5.7,2.1069332818353255,Standard,9801.0,564.3000000000001,Average
122.0,73.720244,7.8,4.3137510594398805,Long,14884.0,951.6,Good
91.0,10.0403,5.5,2.4015522143927885,Standard,8281.0,500.5,Average
103.0,15.219263,5.6,2.7861996099237456,Standard,10609.0,576.8,Average
107.0,8.303696,6.6,2.230411740563894,Standard,11449.0,706.1999999999999,Good
106.0,4.746085,5.9,1.7485187533470923,Standard,11236.0,625.4000000000001,Average
101.0,6.756886,3.2,2.0485809649974924,Standard,10201.0,323.20000000000005,Low
109.0,16.424807,5.5,2.857894880545076,Standard,11881.0,599.5,Average
89.0,15.590001,5.9,2.808800164479627,Short,7921.0,525.1,Average
103.0,5.483671,6.3,1.8692868623023224,Standard,10609.0,648.9,Average
115.0,1.630541,5.2,0.9671895284576785,Standard,13225.0,598.0,Average
82.0,14.566664,4.2,2.7451317047005173,Short,6724.0,344.40000000000003,Low
108.0,28.353517,6.5,3.379412368737356,Standard,11664.0,702.0,Average
102.0,9.579975,6.1,2.3589630634784013,Standard,10404.0,622.1999999999999,Average
93.0,2.911819,5.0,1.3640024832085182,Standard,8649.0,465.0,Low
88.0,10.844882,4.8,2.471895875551841,Short,7744.0,422.4,Low
107.0,51.502884,7.0,3.960868101422131,Standard,11449.0,749.0,Good
91.0,13.119132999999998,6.0,2.6475308279136107,Standard,8281.0,546.0,Average
94.0,4.238482,5.4,1.6560317617068596,Standard,8836.0,507.6,Average
115.0,26.935458,5.5,3.3298967779798625,Standard,13225.0,632.5,Average
93.0,16.282962,5.1,2.849721160723582,Standard,8649.0,474.29999999999995,Average
105.0,31.690456,6.6,3.4870831698587748,Standard,11025.0,693.0,Good
107.0,17.842246,6.2,2.936101476480108,Standard,11449.0,663.4,Average
101.0,8.048305000000001,6.6,2.2025774473526654,Standard,10201.0,666.5999999999999,Good
111.0,14.188982,7.1,2.720570296587038,Standard,12321.0,788.0999999999999,Good
126.0,6.884467,6.3,2.0648946214276416,Long,15876.0,793.8,Average
112.0,8.212017999999999,4.3,2.220508935929608,Standard,12544.0,481.59999999999997,Low
126.0,64.238688,6.7,4.178052667188855,Long,15876.0,844.2,Good
90.0,17.375562,6.5,2.911021629665201,Short,8100.0,585.0,Average
90.0,6.7698,5.9,2.050244424022536,Short,8100.0,531.0,Average
102.0,44.690107,7.3,3.8218817974415558,Standard,10404.0,744.6,Good
159.0,16.254032000000002,7.5,2.848045855295069,Very Long,25281.0,1192.5,Good
107.0,37.492928000000006,6.7,3.6504745361092863,Standard,11449.0,716.9,Good
102.0,18.678415,5.8,2.9795223497628127,Standard,10404.0,591.6,Average
87.0,27.908783000000003,6.6,3.3641454589816884,Short,7569.0,574.1999999999999,Good
119.0,45.388937,7.4,3.8370610040799016,Standard,14161.0,880.6,Good
106.0,2.817364,4.5,1.3395601320667512,Standard,11236.0,477.0,Low
125.0,22.164202,5.3,3.1426080697537713,Long,15625.0,662.5,Average
113.0,21.362949,6.0,3.107405526889281,Standard,12769.0,678.0,Average
150.0,14.8375,7.1,2.7623805456472574,Long,22500.0,1065.0,Good
108.0,18.256028,6.0,2.9578241545719446,Standard,11664.0,648.0,Average
96.0,22.332927,6.4,3.1498655389439048,Standard,9216.0,614.4000000000001,Average
90.0,5.4177870000000015,5.5,1.8590733542279285,Short,8100.0,495.0,Average
100.0,24.085144,5.3,3.2222757984020998,Standard,10000.0,530.0,Average
118.0,14.779041,6.4,2.7586825404404216,Standard,13924.0,755.2,Average
130.0,19.947265,6.3,3.04200808891988,Long,16900.0,819.0,Average
120.0,16.801218,6.7,2.8792668819233134,Standard,14400.0,804.0,Good
88.0,5.057695,6.8,1.8013293646885513,Short,7744.0,598.4,Good
146.0,20.825781,7.2,3.0830918857360405,Long,21316.0,1051.2,Good
114.0,11.500783,6.2,2.525791282346453,Standard,12996.0,706.8000000000001,Average
123.0,13.932203,5.7,2.703520155923763,Long,15129.0,701.1,Average
94.0,41.258487,5.0,3.743805209369998,Standard,8836.0,470.0,Low
102.0,6.4546339999999995,5.6,2.0088358524441197,Standard,10404.0,571.1999999999999,Average
99.0,5.257009,5.5,1.8337022754041963,Standard,9801.0,544.5,Average
133.0,30.359164,6.3,3.4455065369636064,Long,17689.0,837.9,Average
118.0,3.4265550000000005,5.7,1.4876216291583853,Standard,13924.0,672.6,Average
105.0,11.60815,6.0,2.534343430252874,Standard,11025.0,630.0,Average
110.0,18.664624,6.9,2.978821285436549,Standard,12100.0,759.0,Good
129.0,10.047579,6.3,2.402211308936317,Long,16641.0,812.6999999999999,Average
109.0,52.731379,7.8,3.9839971697752365,Standard,11881.0,850.1999999999999,Good
119.0,46.630062,6.2,3.8634641165125307,Standard,14161.0,737.8000000000001,Average
118.0,4.131546,5.8,1.635406978303929,Standard,13924.0,684.4,Average
110.0,5.641978,5.4,1.8934098106937245,Standard,12100.0,594.0,Average
90.0,23.465539,6.2,3.197265555971931,Short,8100.0,558.0,Average
137.0,25.682509,7.0,3.284008257105654,Long,18769.0,959.0,Good
93.0,6.760922,4.3,2.049101141570241,Standard,8649.0,399.9,Low
130.0,3.87823,7.1,1.5847824491536846,Long,16900.0,923.0,Good
112.0,57.889964,5.6,4.075670685647072,Standard,12544.0,627.1999999999999,Average
133.0,57.773582999999995,7.3,4.073692485245675,Long,17689.0,970.9,Good
125.0,24.218358,7.0,3.2275722213593263,Long,15625.0,875.0,Good
110.0,27.009722999999997,5.8,3.3325516998978766,Standard,12100.0,638.0,Average
96.0,31.941346999999997,6.5,3.4947286164452933,Standard,9216.0,624.0,Average
96.0,14.353279,5.6,2.7313290668558143,Standard,9216.0,537.5999999999999,Average
123.0,33.00382800000001,7.7,3.526473106513876,Long,15129.0,947.1,Good
107.0,25.825771,5.3,3.289363029949017,Standard,11449.0,567.1,Average
110.0,46.078371,5.9,3.8518136811137644,Standard,12100.0,649.0,Average
113.0,6.638389999999999,6.7,2.0331868479868205,Standard,12769.0,757.1,Good
122.0,127.084938,5.8,4.852693621974003,Long,14884.0,707.6,Average
116.0,27.465433,7.0,3.3486904739507954,Standard,13456.0,812.0,Good
93.0,16.865782,6.1,2.882887263257369,Standard,8649.0,567.3,Average
110.0,100.348805,6.8,4.618568082004619,Standard,12100.0,748.0,Good
115.0,2.785832,5.3,1.331265677793067,Standard,13225.0,609.5,Average
95.0,9.176339,6.6,2.3200653197221235,Standard,9025.0,627.0,Good
134.0,23.380757,5.8,3.1937941736121003,Long,17956.0,777.1999999999999,Average
101.0,33.926473,6.0,3.553245080345264,Standard,10201.0,606.0,Average
107.0,6.967857,6.7,2.075415573334103,Standard,11449.0,716.9,Good
124.0,11.470135,5.4,2.523336585615702,Long,15376.0,669.6,Average
109.0,19.854932,5.8,3.0375904670346263,Standard,11881.0,632.1999999999999,Average
105.0,29.652536,5.2,3.4227153995793063,Standard,11025.0,546.0,Average
130.0,8.102925,6.2,2.2085957904471365,Long,16900.0,806.0,Average
127.0,2.79483,6.3,1.333639614060306,Long,16129.0,800.1,Average
114.0,11.492474,5.8,2.525126382985308,Standard,12996.0,661.1999999999999,Average
106.0,70.398356,7.5,4.268274843870371,Standard,11236.0,795.0,Good
95.0,1.068453,4.6,0.7268009848821188,Standard,9025.0,436.99999999999994,Low
81.0,6.293216999999999,5.2,1.986944738118604,Short,6561.0,421.2,Average
95.0,3.4571940000000003,5.3,1.4945194200532679,Standard,9025.0,503.5,Average
100.0,82.21166,7.2,4.4213874822386465,Standard,10000.0,720.0,Good
105.0,19.167377,6.5,3.0040662988888616,Standard,11025.0,682.5,Average
95.0,18.316151,6.2,2.9609415853342296,Standard,9025.0,589.0,Average
126.0,44.104469,7.0,3.808981332508544,Long,15876.0,882.0,Good
112.0,6.668678999999999,5.9,2.0371443710805175,Standard,12544.0,660.8000000000001,Average
118.0,36.172182,6.4,3.6155606858415057,Standard,13924.0,755.2,Average
129.0,25.767395,7.2,3.2871845423751807,Long,16641.0,928.8000000000001,Good
88.0,21.543389,5.5,3.11544185223404,Short,7744.0,484.0,Average
98.0,50.309843,6.5,3.9378826051168008,Standard,9604.0,637.0,Average
110.0,49.29238400000001,7.2,3.9178536541109956,Standard,12100.0,792.0,Good
109.0,83.89325699999998,7.0,4.441394667312728,Standard,11881.0,763.0,Good
132.0,24.616634,6.2,3.2432419061042315,Long,17424.0,818.4,Average
111.0,34.005726,5.6,3.5555116481083933,Standard,12321.0,621.5999999999999,Average
128.0,27.714043,7.0,3.3573863062317195,Long,16384.0,896.0,Good
123.0,45.149947999999995,6.5,3.8318958341876628,Long,15129.0,799.5,Average
125.0,72.774941,5.9,4.3010191210997775,Long,15625.0,737.5,Average
105.0,3.74263,5.5,1.5565918341540268,Standard,11025.0,577.5,Average
162.0,29.381878000000004,7.0,3.4138463122418945,Very Long,26244.0,1134.0,Good
138.0,24.860326,7.7,3.252709979606093,Long,19044.0,1062.6000000000001,Good
100.0,11.041659,5.8,2.4883722210860832,Standard,10000.0,580.0,Average
90.0,11.897925,6.3,2.5570664457162633,Short,8100.0,567.0,Average
108.0,23.607071,5.5,3.2030338406600256,Standard,11664.0,594.0,Average
91.0,38.204158,7.2,3.668782812599812,Standard,8281.0,655.2,Good
107.0,25.413955,6.0,3.2738924689781532,Standard,11449.0,642.0,Average
132.0,28.98027,6.3,3.4005394986379005,Long,17424.0,831.6,Average
123.0,9.525037,6.8,2.353756895001696,Long,15129.0,836.4,Good
90.0,18.39217,6.0,2.9648693763501286,Short,8100.0,540.0,Average
109.0,9.254647,6.8,2.327730968698828,Standard,11881.0,741.1999999999999,Good
109.0,40.526587,6.5,3.726333872710071,Standard,11881.0,708.5,Average
91.0,50.179171,5.6,3.9353326328669684,Standard,8281.0,509.59999999999997,Average
125.0,31.957946999999997,7.3,3.495232415479957,Long,15625.0,912.5,Good
134.0,38.429648,5.6,3.674518020636906,Long,17956.0,750.4,Average
88.0,13.707843,5.2,2.6883808889191756,Short,7744.0,457.6,Average
92.0,51.927471,6.2,3.968922504641484,Standard,8464.0,570.4,Average
91.0,14.503568,5.2,2.7410701909831183,Standard,8281.0,473.2,Average
80.0,6.74556,5.2,2.04711977596769,Short,6400.0,416.0,Average
98.0,11.120167,5.8,2.494870759424128,Standard,9604.0,568.4,Average
127.0,40.370442,7.4,3.7225666644868283,Long,16129.0,939.8000000000001,Good
100.0,40.715623,6.4,3.730875710918293,Standard,10000.0,640.0,Average
114.0,36.230204,7.0,3.617120367321668,Standard,12996.0,798.0,Good
104.0,23.666229,6.0,3.205435061135404,Standard,10816.0,624.0,Average
100.0,25.903237,5.2,3.29224661394066,Standard,10000.0,520.0,Average
109.0,60.231382,6.7,4.11465983587046,Standard,11881.0,730.3000000000001,Good
106.0,18.38292,5.7,2.9643922659075495,Standard,11236.0,604.2,Average
112.0,14.029012,5.9,2.7099824664079564,Standard,12544.0,660.8000000000001,Average
95.0,15.913783,5.1,2.8281288516691223,Standard,9025.0,484.49999999999994,Average
102.0,6.889633,6.9,2.0655496192005347,Standard,10404.0,703.8000000000001,Good
102.0,19.286099,4.1,3.0099358731548507,Standard,10404.0,418.2,Low
150.0,50.587540999999995,8.0,3.9432801898445584,Long,22500.0,1200.0,Good
101.0,3.721272,6.4,1.5520782548165692,Standard,10201.0,646.4000000000001,Average
113.0,17.157738000000002,5.5,2.8990968059436066,Standard,12769.0,621.5,Average
104.0,22.636908,6.7,3.162809388721184,Standard,10816.0,696.8000000000001,Good
137.0,28.069419,6.0,3.369686728130947,Long,18769.0,822.0,Average
110.0,19.774543,6.0,3.0337283429063002,Standard,12100.0,660.0,Average
101.0,11.644243,5.4,2.5372020127704045,Standard,10201.0,545.4000000000001,Average
108.0,27.934978000000005,5.9,3.365051174700647,Standard,11664.0,637.2,Average
101.0,12.677505,5.9,2.6157525125196592,Standard,10201.0,595.9000000000001,Average
112.0,8.737058,6.3,2.2759390186390407,Standard,12544.0,705.6,Average
111.0,12.343507,6.1,2.591029899490246,Standard,12321.0,677.0999999999999,Average
102.0,14.699342,5.8,2.7536188006479536,Standard,10404.0,591.6,Average
101.0,14.513243,5.1,2.7416940462410806,Standard,10201.0,515.0999999999999,Average
155.0,5.525544,6.3,1.875724321381044,Very Long,24025.0,976.5,Average
93.0,15.079993,5.6,2.7775758284273424,Standard,8649.0,520.8,Average
109.0,23.835055,6.0,3.2122561631733304,Standard,11881.0,654.0,Average
140.0,5.926966,6.1,1.9354219106986978,Long,19600.0,854.0,Average
104.0,25.454549,5.5,3.2754281283937314,Standard,10816.0,572.0,Average
96.0,22.71592,5.9,3.1661465525893053,Standard,9216.0,566.4000000000001,Average
123.0,35.120736,7.0,3.5868671048638885,Long,15129.0,861.0,Good
106.0,19.893646,5.6,3.039445093608822,Standard,11236.0,593.5999999999999,Average
76.0,14.051851999999998,5.2,2.7115010401024624,Short,5776.0,395.2,Average
111.0,9.011729,6.9,2.303757305684219,Standard,12321.0,765.9000000000001,Good
85.0,19.088655,4.9,3.000155227854965,Short,7225.0,416.50000000000006,Low
109.0,29.490057,5.7,3.4174006304638143,Standard,11881.0,621.3000000000001,Average
97.0,11.195593,5.1,2.501074656971919,Standard,9409.0,494.7,Average
91.0,17.709888,6.2,2.9290521541643937,Standard,8281.0,564.2,Average
87.0,18.262017,5.4,2.958135125704995,Short,7569.0,469.8,Average
132.0,10.10364,6.5,2.4072729824896055,Long,17424.0,858.0,Average
118.0,28.670477,5.7,3.3901525110187976,Standard,13924.0,672.6,Average
98.0,16.736734,6.0,2.875637856211857,Standard,9604.0,588.0,Average
92.0,13.668632999999998,4.6,2.685711404445634,Standard,8464.0,423.2,Low
93.0,9.780588,5.3,2.3777471094478475,Standard,8649.0,492.9,Average
117.0,9.904881,5.8,2.3892104871685587,Standard,13689.0,678.6,Average
92.0,9.789027,6.0,2.378529599114964,Standard,8464.0,552.0,Average
115.0,6.81729,5.7,2.0563379471812446,Standard,13225.0,655.5,Average
96.0,10.73522,6.6,2.4625945764642836,Standard,9216.0,633.5999999999999,Good
111.0,11.1399,6.4,2.496497548365136,Standard,12321.0,710.4000000000001,Average
94.0,6.7279490000000015,5.7,2.044843497509559,Standard,8836.0,535.8000000000001,Average
105.0,16.343317000000006,7.0,2.8532072448692927,Standard,11025.0,735.0,Good
101.0,14.818718,5.3,2.7611939223934074,Standard,10201.0,535.3,Average
139.0,43.862456,6.5,3.803601275698656,Long,19321.0,903.5,Average
91.0,2.706207,4.7,1.3100089816729859,Standard,8281.0,427.7,Low
110.0,27.903999,5.5,3.363979959248051,Standard,12100.0,605.0,Average
102.0,3.746806,4.8,1.557471970817486,Standard,10404.0,489.59999999999997,Low
102.0,17.112498000000002,5.6,2.896602197225815,Standard,10404.0,571.1999999999999,Average
83.0,10.304172,4.9,2.425171861119262,Short,6889.0,406.70000000000005,Low
123.0,37.335721,6.9,3.64638212471191,Long,15129.0,848.7,Good
103.0,0.912395,4.7,0.6483563832506017,Standard,10609.0,484.1,Low
118.0,16.782470999999994,6.5,2.8782131968073887,Standard,13924.0,767.0,Average
114.0,3.5034080000000003,6.6,1.5048344434774268,Standard,12996.0,752.4,Good
121.0,5.419181,6.6,1.8592905394706554,Long,14641.0,798.5999999999999,Good
114.0,9.07278,6.2,2.309836736158152,Standard,12996.0,706.8000000000001,Average
173.0,2.864979,7.4,1.351956248648169,Very Long,29929.0,1280.2,Good
135.0,2.877488,6.7,1.3551875212862052,Long,18225.0,904.5,Good
138.0,5.516207,6.6,1.874292458191009,Long,19044.0,910.8,Good
148.0,13.930763,7.0,2.703423715402676,Long,21904.0,1036.0,Good
93.0,20.27704,5.8,3.057628557054094,Standard,8649.0,539.4,Average
100.0,0.126738,0.0,0.1193267324320632,Standard,10000.0,0.0,
113.0,131.815575,7.0,4.888961511791887,Standard,12769.0,791.0,Good
91.0,16.832311999999998,5.0,2.881012092565766,Standard,8281.0,455.0,Low
139.0,9.133747,7.0,2.315871141279277,Long,19321.0,973.0,Good
96.0,24.606012,6.8,3.24282716766404,Standard,9216.0,652.8,Good
101.0,3.2769120000000003,5.3,1.4532312538635885,Standard,10201.0,535.3,Average
96.0,16.830184,5.1,2.880892751507724,Standard,9216.0,489.59999999999997,Average
100.0,39.58676,7.5,3.7034419050484035,Standard,10000.0,750.0,Good
